,CSP,Sexe,Salaire,Age
1256,Cadre,Homme,5849.27159595181,39
1257,Cadre,Homme,5852.47283979584,46
1258,Cadre,Homme,5853.05863569368,47
1259,Cadre,Homme,5853.89843452922,42
1260,Cadre,Homme,5856.65294950704,45
1261,Cadre,Homme,5858.4680272774,36
1262,Cadre,Homme,5862.96313930865,36
1263,Cadre,Homme,5865.52629256147,37
1264,Cadre,Homme,5868.88647577942,43
1265,Cadre,Homme,5869.02597206191,50
1266,Cadre,Homme,5872.69762490477,37
1267,Cadre,Homme,5873.01944687264,40
1268,Cadre,Homme,5880.30893331961,40
1269,Cadre,Homme,5881.82415552695,39
1270,Cadre,Homme,5888.48199261374,48
1271,Cadre,Homme,5888.59294434089,45
1272,Cadre,Homme,5890.70304401825,49
1273,Cadre,Homme,5890.76739983913,42
1274,Cadre,Homme,5892.09609042276,50
1275,Cadre,Homme,5894.59846094422,49
1276,Cadre,Homme,5894.69602341514,36
1277,Cadre,Homme,5901.49600271002,46
1278,Cadre,Homme,5902.26120915006,45
1279,Cadre,Homme,5903.28812639348,50
1280,Cadre,Homme,5905.49112046167,42
1281,Cadre,Homme,5907.36693366771,48
1282,Cadre,Homme,5907.57531999634,37
1283,Cadre,Homme,5909.18714329724,46
1284,Cadre,Homme,5910.4936559399,43
1285,Cadre,Homme,5912.4505643554,38
1286,Cadre,Homme,5922.29946727861,41
1287,Cadre,Homme,5923.08567650045,43
1288,Cadre,Homme,5923.14572275327,39
1289,Cadre,Homme,5923.25634922426,49
1290,Cadre,Homme,5928.20275007579,50
1291,Cadre,Homme,5930.28031922396,44
1292,Cadre,Homme,5930.41965441366,48
1293,Cadre,Homme,5933.81352202579,38
1294,Cadre,Homme,5937.16421133298,45
1295,Cadre,Homme,5938.62583165655,47
1296,Cadre,Homme,5940.49650153379,44
1297,Cadre,Homme,5940.90071459344,48
1298,Cadre,Homme,5941.9032239584,45
1299,Cadre,Homme,5941.94729357211,42
1300,Cadre,Homme,5949.22444978925,51
1301,Cadre,Homme,5950.3287412169,42
1302,Cadre,Homme,5951.02635398172,48
1303,Cadre,Homme,5952.00557390128,41
1304,Cadre,Homme,5952.43844405481,48
1305,Cadre,Homme,5954.51613525635,47
1306,Cadre,Homme,5961.25895127228,40
1307,Cadre,Homme,5962.32689498198,40
1308,Cadre,Homme,5962.79408089834,46
1309,Cadre,Homme,5963.63171553877,49
1310,Cadre,Homme,5965.06875609388,45
1311,Cadre,Homme,5965.39724844376,45
1312,Cadre,Homme,5969.99989776856,46
1313,Cadre,Homme,5974.14997220236,45
1314,Cadre,Homme,5974.22976753003,45
1315,Cadre,Homme,5975.56258949789,41
1316,Cadre,Homme,5976.20439692176,47
1317,Cadre,Homme,5979.59809965208,50
1318,Cadre,Homme,5979.8703854637,43
1319,Cadre,Homme,5985.61464974695,47
1320,Cadre,Homme,5987.91262146624,39
1321,Cadre,Homme,5989.95835401799,51
1322,Cadre,Homme,5991.30705503781,40
1323,Cadre,Homme,5993.81158652379,41
1324,Cadre,Homme,5994.79978405119,42
1325,Cadre,Homme,5996.32605312035,40
1326,Cadre,Homme,5998.51091658685,49
1327,Cadre,Homme,5998.68670646329,47
1328,Cadre,Homme,6000.83430830635,50
1329,Cadre,Homme,6002.23260364498,47
1330,Cadre,Homme,6009.85842946733,39
1331,Cadre,Homme,6010.57256973533,52
1332,Cadre,Homme,6021.09507795841,48
1333,Cadre,Homme,6023.14325910806,49
1334,Cadre,Homme,6026.49722224868,51
1335,Cadre,Homme,6026.52954803448,41
1336,Cadre,Homme,6027.4757845934,52
1337,Cadre,Homme,6032.92085520665,51
1338,Cadre,Homme,6033.8300968925,41
1339,Cadre,Homme,6037.88935574924,40
1340,Cadre,Homme,6044.26494699363,43
1341,Cadre,Homme,6045.63789587467,43
1342,Cadre,Homme,6047.71385061255,52
1343,Cadre,Homme,6050.78722033068,48
1344,Cadre,Homme,6051.34277255515,48
1345,Cadre,Homme,6056.29221130192,39
1346,Cadre,Homme,6056.80796077124,46
1347,Cadre,Homme,6058.14506167913,42
1348,Cadre,Homme,6062.91400168155,49
1349,Cadre,Homme,6067.87062560106,39
1350,Cadre,Homme,6067.99245746206,52
1351,Cadre,Homme,6068.16227323512,47
1352,Cadre,Homme,6068.66803364234,46
1353,Cadre,Homme,6072.244152867,46
1354,Cadre,Homme,6073.13560012779,51
1355,Cadre,Homme,6073.80572241782,46
1356,Cadre,Homme,6074.27994405187,46
1357,Cadre,Homme,6078.2463566821,52
1358,Cadre,Homme,6080.38802731262,39
1359,Cadre,Homme,6081.54909429163,45
1360,Cadre,Homme,6082.86001571781,50
1361,Cadre,Homme,6084.63447079493,45
1362,Cadre,Homme,6086.01214465466,47
1363,Cadre,Homme,6086.92036271632,50
1364,Cadre,Homme,6088.21380644316,39
1365,Cadre,Homme,6095.02196777562,52
1366,Cadre,Homme,6095.34478408562,44
1367,Cadre,Homme,6098.04327919346,45
1368,Cadre,Homme,6098.3843782268,41
1369,Cadre,Homme,6098.62044619099,48
1370,Cadre,Homme,6098.62230357534,50
1371,Cadre,Homme,6106.62318354905,51
1372,Cadre,Homme,6106.77279287216,51
1373,Cadre,Homme,6109.08754842355,48
1374,Cadre,Homme,6120.32314647479,51
1375,Cadre,Homme,6123.45862451109,45
1376,Cadre,Homme,6124.44785982216,40
1377,Cadre,Homme,6126.09792423156,51
1378,Cadre,Homme,6126.28327388313,46
1379,Cadre,Homme,6128.28649179669,46
1380,Cadre,Homme,6129.2030176722,49
1381,Cadre,Homme,6137.80801590686,40
1382,Cadre,Homme,6139.93996242066,40
1383,Cadre,Homme,6141.9661621732,52
1384,Cadre,Homme,6142.90711003695,44
1385,Cadre,Homme,6145.91317091343,47
1386,Cadre,Homme,6146.43974722888,50
1387,Cadre,Homme,6149.32723114545,54
1388,Cadre,Homme,6151.99346630884,47
1389,Cadre,Homme,6152.12020116927,44
1390,Cadre,Homme,6153.00898786234,48
1391,Cadre,Homme,6162.15906634452,49
1392,Cadre,Homme,6162.9855378159,45
1393,Cadre,Homme,6164.05724723111,54
1394,Cadre,Homme,6164.94789249887,41
1395,Cadre,Homme,6165.67212555602,48
1396,Cadre,Homme,6166.69457457708,40
1397,Cadre,Homme,6167.35349091131,44
1398,Cadre,Homme,6170.07795359215,49
1399,Cadre,Homme,6173.4916246667,51
1400,Cadre,Homme,6175.30139370226,53
1401,Cadre,Homme,6175.57639575203,45
1402,Cadre,Homme,6176.69816709389,50
1403,Cadre,Homme,6183.02067118693,40
1404,Cadre,Homme,6184.03540104092,50
1405,Cadre,Homme,6186.43321909608,50
1406,Cadre,Homme,6187.72634252026,50
1407,Cadre,Homme,6190.29503388068,54
1408,Cadre,Homme,6191.54904983542,44
1409,Cadre,Homme,6194.61664852917,53
1410,Cadre,Homme,6196.46814934952,51
1411,Cadre,Homme,6198.16352172996,46
1412,Cadre,Homme,6198.70011456472,49
1413,Cadre,Homme,6200.59904775539,46
1414,Cadre,Homme,6201.31528943677,51
1415,Cadre,Homme,6206.88647227316,42
1416,Cadre,Homme,6209.06594202937,46
1417,Cadre,Homme,6212.43972313802,53
1418,Cadre,Homme,6212.58367485996,53
1419,Cadre,Homme,6212.91625413716,53
1420,Cadre,Homme,6216.02859615808,44
1421,Cadre,Homme,6220.54152008118,55
1422,Cadre,Homme,6227.44043899246,42
1423,Cadre,Homme,6227.51517140811,47
1424,Cadre,Homme,6227.83712236505,44
1425,Cadre,Homme,6229.39066396794,53
1426,Cadre,Homme,6232.94893448189,42
1427,Cadre,Homme,6235.08436617325,53
1428,Cadre,Homme,6237.56318113373,44
1429,Cadre,Homme,6247.571098914,45
1430,Cadre,Homme,6248.0102917283,46
1431,Cadre,Homme,6250.15463581439,48
1432,Cadre,Homme,6253.3839782775,47
1433,Cadre,Homme,6256.16349854663,49
1434,Cadre,Homme,6257.42003862867,48
1435,Cadre,Homme,6257.64564561633,50
1436,Cadre,Homme,6258.25430327769,53
1437,Cadre,Homme,6259.29324883923,44
1438,Cadre,Homme,6259.71156301089,45
1439,Cadre,Homme,6260.93891655551,48
1440,Cadre,Homme,6261.37700816022,50
1441,Cadre,Homme,6262.32367510963,45
1442,Cadre,Homme,6264.71640980419,44
1443,Cadre,Homme,6273.43943563457,49
1444,Cadre,Homme,6273.85701380687,41
1445,Cadre,Homme,6274.63512741682,50
1446,Cadre,Homme,6279.48712880555,44
1447,Cadre,Homme,6282.9342352097,53
1448,Cadre,Homme,6289.11778756112,49
1449,Cadre,Homme,6291.30862342356,48
1450,Cadre,Homme,6292.20753047581,43
1451,Cadre,Homme,6295.30895454857,51
1452,Cadre,Homme,6296.36567838679,56
1453,Cadre,Homme,6303.29267832883,51
1454,Cadre,Homme,6304.85430876852,52
1455,Cadre,Homme,6306.73294799474,49
1456,Cadre,Homme,6307.46005173989,50
1457,Cadre,Homme,6309.63689325797,46
1458,Cadre,Homme,6312.6979325367,47
1459,Cadre,Homme,6313.69121729377,43
1460,Cadre,Homme,6320.29068141908,44
1461,Cadre,Homme,6320.32718250591,53
1462,Cadre,Homme,6325.23510241969,53
1463,Cadre,Homme,6328.73866192375,44
1464,Cadre,Homme,6329.48653841774,45
1465,Cadre,Homme,6331.18586460776,55
1466,Cadre,Homme,6331.30954793242,45
1467,Cadre,Homme,6336.75906399284,48
1468,Cadre,Homme,6337.32145435051,54
1469,Cadre,Homme,6338.83922541692,50
1470,Cadre,Homme,6340.52515497503,46
1471,Cadre,Homme,6342.42509008843,50
1472,Cadre,Homme,6342.58204558821,45
1473,Cadre,Homme,6347.22512621698,43
1474,Cadre,Homme,6351.26449498154,50
1475,Cadre,Homme,6351.37022523392,43
1476,Cadre,Homme,6352.62787437111,50
1477,Cadre,Homme,6354.39599155854,48
1478,Cadre,Homme,6371.75050822036,43
1479,Cadre,Homme,6373.19923704838,56
1480,Cadre,Homme,6381.59272092107,48
1481,Cadre,Homme,6385.6607907609,44
1482,Cadre,Homme,6386.99555382556,43
1483,Cadre,Homme,6388.61486260149,52
1484,Cadre,Homme,6393.72253682368,48
1485,Cadre,Homme,6396.38653128856,55
1486,Cadre,Homme,6400.78592105305,48
1487,Cadre,Homme,6404.66991450147,47
1488,Cadre,Homme,6405.02724007353,57
1489,Cadre,Homme,6411.87659981698,54
1490,Cadre,Homme,6418.23669259828,45
1491,Cadre,Homme,6418.25819774767,53
1492,Cadre,Homme,6419.6217522748,48
1493,Cadre,Homme,6423.6725664881,53
1494,Cadre,Homme,6427.06675919666,56
1495,Cadre,Homme,6429.63409066993,45
1496,Cadre,Homme,6431.79692375213,46
1497,Cadre,Homme,6431.97482133169,47
1498,Cadre,Homme,6433.16538576556,55
1499,Cadre,Homme,6435.22156337309,47
1500,Cadre,Homme,6436.34577027567,53
1501,Cadre,Homme,6440.6000643857,46
1502,Cadre,Homme,6446.98682084092,44
1503,Cadre,Homme,6449.200765902,54
1504,Cadre,Homme,6454.41532065389,55
1505,Cadre,Homme,6455.6210855657,45
1506,Cadre,Homme,6457.45990681945,49
1507,Cadre,Homme,6457.91743904162,46
1508,Cadre,Homme,6465.07133661571,51
1509,Cadre,Homme,6466.23871939387,52
1510,Cadre,Homme,6467.60062420014,54
1511,Cadre,Homme,6481.71979498393,50
1512,Cadre,Homme,6482.46321557866,45
1513,Cadre,Homme,6490.08021303898,48
1514,Cadre,Homme,6497.63346908436,52
1515,Cadre,Homme,6502.38366670972,52
1516,Cadre,Homme,6506.48017083048,49
1517,Cadre,Homme,6514.25202975729,51
1518,Cadre,Homme,6516.51372256241,44
1519,Cadre,Homme,6526.72970361403,48
1520,Cadre,Homme,6530.49036377045,56
1521,Cadre,Homme,6532.22829994507,54
1522,Cadre,Homme,6534.29120860256,46
1523,Cadre,Homme,6541.07275775635,50
1524,Cadre,Homme,6543.19084726668,50
1525,Cadre,Homme,6546.8085577562,58
1526,Cadre,Homme,6549.12826863506,56
1527,Cadre,Homme,6549.54277802625,53
1528,Cadre,Homme,6550.1650660776,44
1529,Cadre,Homme,6555.45208153813,49
1530,Cadre,Homme,6561.86082979181,53
1531,Cadre,Homme,6566.69526881702,58
1532,Cadre,Homme,6568.74670503411,54
1533,Cadre,Homme,6572.32733743608,54
1534,Cadre,Homme,6572.52771926492,48
1535,Cadre,Homme,6577.28093604288,45
1536,Cadre,Homme,6579.05431178089,46
1537,Cadre,Homme,6586.32273458069,55
1538,Cadre,Homme,6586.90488916587,55
1539,Cadre,Homme,6587.8338326121,51
1540,Cadre,Homme,6588.19991473443,46
1541,Cadre,Homme,6590.51584255465,57
1542,Cadre,Homme,6596.46484430711,52
1543,Cadre,Homme,6597.53381276987,56
1544,Cadre,Homme,6597.75269953271,58
1545,Cadre,Homme,6599.38345344452,50
1546,Cadre,Homme,6599.64352751615,46
1547,Cadre,Homme,6601.66346115935,49
1548,Cadre,Homme,6603.67181234645,52
1549,Cadre,Homme,6606.3476099902,58
1550,Cadre,Homme,6619.5359031651,49
1551,Cadre,Homme,6621.34568690886,51
1552,Cadre,Homme,6622.44031399855,52
1553,Cadre,Homme,6629.26669551371,48
1554,Cadre,Homme,6629.75482901776,51
1555,Cadre,Homme,6630.25849672091,47
1556,Cadre,Homme,6632.22943612028,53
1557,Cadre,Homme,6635.17053335378,48
1558,Cadre,Homme,6638.58654249562,55
1559,Cadre,Homme,6644.60694600915,45
1560,Cadre,Homme,6645.62750694885,56
1561,Cadre,Homme,6659.50593174314,55
1562,Cadre,Homme,6662.02157815763,47
1563,Cadre,Homme,6670.3043536847,45
1564,Cadre,Homme,6670.82528693261,53
1565,Cadre,Homme,6677.20035544283,55
1566,Cadre,Homme,6679.06231924743,51
1567,Cadre,Homme,6688.24703433897,55
1568,Cadre,Homme,6695.67324934653,46
1569,Cadre,Homme,6698.21734696336,48
1570,Cadre,Homme,6698.53215110651,60
1571,Cadre,Homme,6703.81124503265,51
1572,Cadre,Homme,6705.35368070636,52
1573,Cadre,Homme,6706.62283251333,47
1574,Cadre,Homme,6712.09672021807,57
1575,Cadre,Homme,6714.39852663217,52
1576,Cadre,Homme,6721.11651579695,60
1577,Cadre,Homme,6722.19883523566,48
1578,Cadre,Homme,6722.21410870641,57
1579,Cadre,Homme,6722.3570110266,47
1580,Cadre,Homme,6725.13280981803,56
1581,Cadre,Homme,6726.25182640744,54
1582,Cadre,Homme,6726.50371479956,53
1583,Cadre,Homme,6726.76955871518,59
1584,Cadre,Homme,6728.62668234475,47
1585,Cadre,Homme,6729.55346671854,55
1586,Cadre,Homme,6735.90016232931,57
1587,Cadre,Homme,6747.77258758732,52
1588,Cadre,Homme,6748.67711317418,51
1589,Cadre,Homme,6749.9733514381,55
1590,Cadre,Homme,6750.95501902164,47
1591,Cadre,Homme,6756.70070060449,58
1592,Cadre,Homme,6771.07971999822,58
1593,Cadre,Homme,6775.7299624959,52
1594,Cadre,Homme,6777.24993297526,50
1595,Cadre,Homme,6777.55384648023,47
1596,Cadre,Homme,6781.06044832741,58
1597,Cadre,Homme,6787.95556649765,60
1598,Cadre,Homme,6792.65311879152,47
1599,Cadre,Homme,6795.23853033711,53
1600,Cadre,Homme,6797.19605574394,53
1601,Cadre,Homme,6797.85943329312,60
1602,Cadre,Homme,6799.35805136299,57
1603,Cadre,Homme,6802.34901791771,52
1604,Cadre,Homme,6810.27329819588,54
1605,Cadre,Homme,6814.52722945858,54
1606,Cadre,Homme,6817.96211281455,61
1607,Cadre,Homme,6818.31999937597,57
1608,Cadre,Homme,6820.07330756613,50
1609,Cadre,Homme,6820.68125121336,55
1610,Cadre,Homme,6832.1231285876,50
1611,Cadre,Homme,6836.08693253063,61
1612,Cadre,Homme,6836.53204256836,48
1613,Cadre,Homme,6838.33021770769,60
1614,Cadre,Homme,6846.40680670441,57
1615,Cadre,Homme,6854.16716726222,48
1616,Cadre,Homme,6855.38330329445,48
1617,Cadre,Homme,6861.29115817189,59
1618,Cadre,Homme,6863.78471443089,51
1619,Cadre,Homme,6865.30702809082,48
1620,Cadre,Homme,6871.4987686751,58
1621,Cadre,Homme,6871.88220308998,58
1622,Cadre,Homme,6876.56671236133,56
1623,Cadre,Homme,6879.91542117996,56
1624,Cadre,Homme,6890.14574651661,61
1625,Cadre,Homme,6902.20511103006,55
1626,Cadre,Homme,6911.04159452547,52
1627,Cadre,Homme,6912.58868751001,49
1628,Cadre,Homme,6913.86803989703,60
1629,Cadre,Homme,6915.88984906413,58
1630,Cadre,Homme,6927.28854564625,50
1631,Cadre,Homme,6933.94846598891,61
1632,Cadre,Homme,6934.11599558611,50
1633,Cadre,Homme,6934.51520470819,58
1634,Cadre,Homme,6942.98571544061,50
1635,Cadre,Homme,6945.44512993661,54
1636,Cadre,Homme,6954.05452654549,52
1637,Cadre,Homme,6955.811006337,49
1638,Cadre,Homme,6965.42518863604,52
1639,Cadre,Homme,6968.3518151326,56
1640,Cadre,Homme,6969.22693427739,51
1641,Cadre,Homme,6970.19061387492,56
1642,Cadre,Homme,6970.3527417403,48
1643,Cadre,Homme,6973.56539305317,55
1644,Cadre,Homme,6973.78134601568,51
1645,Cadre,Homme,6974.29636283794,51
1646,Cadre,Homme,6984.56786142233,50
1647,Cadre,Homme,6996.41541464121,58
1648,Cadre,Homme,6996.6673807753,57
1649,Cadre,Homme,7000.68584319049,61
1650,Cadre,Homme,7009.36557974155,50
1651,Cadre,Homme,7013.0382195697,51
1652,Cadre,Homme,7021.48302154011,55
1653,Cadre,Homme,7024.10883522513,60
1654,Cadre,Homme,7027.8294555178,49
1655,Cadre,Homme,7029.68110671271,54
1656,Cadre,Homme,7031.22137676084,58
1657,Cadre,Homme,7032.80962934232,57
1658,Cadre,Homme,7043.06486820423,55
1659,Cadre,Homme,7045.65760033764,61
1660,Cadre,Homme,7064.44090809241,52
1661,Cadre,Homme,7067.0957543831,59
1662,Cadre,Homme,7072.50626632861,54
1663,Cadre,Homme,7074.37011808564,51
1664,Cadre,Homme,7080.02205974008,50
1665,Cadre,Homme,7091.71441636193,61
1666,Cadre,Homme,7093.11724456762,58
1667,Cadre,Homme,7094.61661802596,63
1668,Cadre,Homme,7100.18477570174,62
1669,Cadre,Homme,7110.75431307507,52
1670,Cadre,Homme,7125.39635037913,56
1671,Cadre,Homme,7127.95732336282,60
1672,Cadre,Homme,7129.6341246958,50
1673,Cadre,Homme,7132.9518897063,52
1674,Cadre,Homme,7135.67435603844,60
1675,Cadre,Homme,7141.96138846185,54
1676,Cadre,Homme,7149.22834695347,59
1677,Cadre,Homme,7150.70167011588,56
1678,Cadre,Homme,7153.88338938659,60
1679,Cadre,Homme,7157.20027326024,52
1680,Cadre,Homme,7162.93062014243,57
1681,Cadre,Homme,7168.61635740375,56
1682,Cadre,Homme,7172.20897058208,60
1683,Cadre,Homme,7180.95636314617,60
1684,Cadre,Homme,7182.79581587297,61
1685,Cadre,Homme,7186.06090417791,61
1686,Cadre,Homme,7188.06471364115,60
1687,Cadre,Homme,7192.91448203577,54
1688,Cadre,Homme,7202.83845576887,51
1689,Cadre,Homme,7211.15956183825,63
1690,Cadre,Homme,7214.97340273069,55
1691,Cadre,Homme,7219.75663901608,61
1692,Cadre,Homme,7221.00697608186,52
1693,Cadre,Homme,7221.90448695128,54
1694,Cadre,Homme,7226.44085271731,52
1695,Cadre,Homme,7227.01330923805,57
1696,Cadre,Homme,7231.04075033191,52
1697,Cadre,Homme,7240.29738944999,51
1698,Cadre,Homme,7242.67123463765,61
1699,Cadre,Homme,7272.26646001577,63
1700,Cadre,Homme,7281.9134618379,59
1701,Cadre,Homme,7283.46855351629,62
1702,Cadre,Homme,7283.82585901389,52
1703,Cadre,Homme,7299.13713460161,55
1704,Cadre,Homme,7311.30787079509,63
1705,Cadre,Homme,7325.06078124016,63
1706,Cadre,Homme,7335.00512801489,55
1707,Cadre,Homme,7336.1864736299,59
1708,Cadre,Homme,7338.01314950436,51
1709,Cadre,Homme,7341.52230755892,56
1710,Cadre,Homme,7346.4163423122,61
1711,Cadre,Homme,7346.91153827876,52
1712,Cadre,Homme,7349.2305442519,59
1713,Cadre,Homme,7356.42534476896,61
1714,Cadre,Homme,7358.46299904442,56
1715,Cadre,Homme,7363.52761543686,57
1716,Cadre,Homme,7374.78034945705,50
1717,Cadre,Homme,7375.95000021499,53
1718,Cadre,Homme,7378.94111062255,51
1719,Cadre,Homme,7379.48643428879,50
1720,Cadre,Homme,7386.95015370365,61
1721,Cadre,Homme,7391.63397399129,55
1722,Cadre,Homme,7395.56741511689,57
1723,Cadre,Homme,7400.27220628411,63
1724,Cadre,Homme,7401.38069708178,60
1725,Cadre,Homme,7410.24026827842,64
1726,Cadre,Homme,7411.37828261796,53
1727,Cadre,Homme,7413.45857973851,57
1728,Cadre,Homme,7440.66533231326,57
1729,Cadre,Homme,7452.53086136651,62
1730,Cadre,Homme,7481.85578104467,55
1731,Cadre,Homme,7490.91413722429,54
1732,Cadre,Homme,7502.41470490433,54
1733,Cadre,Homme,7505.83442032829,58
1734,Cadre,Homme,7544.18566942331,58
1735,Cadre,Homme,7547.45185602829,54
1736,Cadre,Homme,7563.75278769471,53
1737,Cadre,Homme,7563.84467885213,56
1738,Cadre,Homme,7567.97804790449,63
1739,Cadre,Homme,7569.58990124406,53
1740,Cadre,Homme,7579.10244247903,55
1741,Cadre,Homme,7583.21004468717,60
1742,Cadre,Homme,7596.66947740979,64
1743,Cadre,Homme,7613.55850096883,58
1744,Cadre,Homme,7657.55076065482,53
1745,Cadre,Homme,7663.89677878364,62
1746,Cadre,Homme,7672.78847172201,62
1747,Cadre,Homme,7673.99995693621,62
1748,Cadre,Homme,7684.69111588716,55
1749,Cadre,Homme,7689.54054704338,57
1750,Cadre,Homme,7700.38172194177,64
1751,Cadre,Homme,7709.01648227761,56
1752,Cadre,Homme,7716.35782993029,61
1753,Cadre,Homme,7743.71916211886,52
1754,Cadre,Homme,7765.03693350578,66
1755,Cadre,Homme,7797.76879311085,52
1756,Cadre,Homme,7809.77675955132,62
1757,Cadre,Homme,7815.06160975624,61
1758,Cadre,Homme,7827.81324300013,54
1759,Cadre,Homme,7842.13205468008,57
1760,Cadre,Homme,7843.30772073261,57
1761,Cadre,Homme,7858.83539777676,65
1762,Cadre,Homme,7868.77377883849,61
1763,Cadre,Homme,7879.9989978669,57
1764,Cadre,Homme,7898.0497756551,55
1765,Cadre,Homme,7898.49355860721,66
1766,Cadre,Homme,7910.88992812893,61
1767,Cadre,Homme,7923.95418162065,62
1768,Cadre,Homme,7931.93901822479,57
1769,Cadre,Homme,7934.19826457342,56
1770,Cadre,Homme,7945.06664754606,65
1771,Cadre,Homme,7985.26638252984,64
1772,Cadre,Homme,8049.06847710617,62
1773,Cadre,Homme,8049.19089644468,64
1774,Cadre,Homme,8074.86620275039,60
1775,Cadre,Homme,8078.97944553188,60
1776,Cadre,Homme,8090.26225189831,54
1777,Cadre,Homme,8101.38688835932,66
1778,Cadre,Homme,8106.90324665978,58
1779,Cadre,Homme,8119.28384601987,63
1780,Cadre,Homme,8119.49398493175,62
1781,Cadre,Homme,8148.36673750694,59
1782,Cadre,Homme,8166.84298516044,53
1783,Cadre,Homme,8216.79539443906,57
1784,Cadre,Homme,8233.31951559903,62
1785,Cadre,Homme,8249.25831545864,62
1786,Cadre,Homme,8296.60254650903,56
1787,Cadre,Homme,8298.69427192394,57
1788,Cadre,Homme,8307.84057230428,65
1789,Cadre,Homme,8309.99515846561,59
1790,Cadre,Homme,8326.4613662443,62
1791,Cadre,Homme,8361.64288951514,64
1792,Cadre,Homme,8422.5249316156,62
1793,Cadre,Homme,8423.50552385776,55
1794,Cadre,Homme,8449.18686076847,53
1795,Cadre,Homme,8474.45095932238,66
1796,Cadre,Homme,8547.20704046455,53
1797,Cadre,Homme,8571.46461031387,60
1798,Cadre,Homme,8714.71699707306,64
1799,Cadre,Homme,8825.07280026014,66
1800,Cadre,Homme,8917.02544830921,58
1801,Employe,Femme,1508.21135375709,24
1802,Employe,Femme,1541.37491471706,23
1803,Employe,Femme,1598.02597237711,23
1804,Employe,Femme,1605.06416864252,28
1805,Employe,Femme,1610.55148713365,28
1806,Employe,Femme,1614.36159678474,21
1807,Employe,Femme,1619.8979298755,19
1808,Employe,Femme,1621.45750125983,26
1809,Employe,Femme,1637.48480117848,25
1810,Employe,Femme,1638.94067952949,22
1811,Employe,Femme,1651.55331759017,23
1812,Employe,Femme,1657.04244624909,23
1813,Employe,Femme,1665.30229229098,28
1814,Employe,Femme,1667.35641856672,22
1815,Employe,Femme,1668.97345212701,18
1816,Employe,Femme,1669.25009965041,28
1817,Employe,Femme,1669.41076710404,31
1818,Employe,Femme,1670.30149943781,25
1819,Employe,Femme,1674.50056635055,29
1820,Employe,Femme,1676.84507455848,31
1821,Employe,Femme,1689.83437781971,30
1822,Employe,Femme,1694.99760073323,27
1823,Employe,Femme,1700.80245546278,18
1824,Employe,Femme,1714.2181437073,20
1825,Employe,Femme,1720.08464031467,28
1826,Employe,Femme,1720.58385560687,19
1827,Employe,Femme,1726.17235710493,32
1828,Employe,Femme,1731.94298912582,23
1829,Employe,Femme,1731.98063737379,25
1830,Employe,Femme,1732.60437074672,21
1831,Employe,Femme,1733.50333874946,31
1832,Employe,Femme,1735.15624167175,29
1833,Employe,Femme,1735.4818424292,26
1834,Employe,Femme,1737.61267389009,19
1835,Employe,Femme,1743.53492495333,22
1836,Employe,Femme,1744.07476585409,22
1837,Employe,Femme,1745.59587777794,19
1838,Employe,Femme,1747.92798966676,20
1839,Employe,Femme,1748.83418283051,29
1840,Employe,Femme,1749.55152273808,32
1841,Employe,Femme,1749.9646737274,29
1842,Employe,Femme,1750.0393790899,25
1843,Employe,Femme,1750.71628919687,27
1844,Employe,Femme,1751.16746362139,22
1845,Employe,Femme,1755.9927212968,23
1846,Employe,Femme,1757.02054166444,28
1847,Employe,Femme,1757.2208607792,24
1848,Employe,Femme,1759.18360699278,27
1849,Employe,Femme,1759.26087289824,21
1850,Employe,Femme,1759.47750956644,33
1851,Employe,Femme,1760.61348369845,25
1852,Employe,Femme,1760.90616321773,20
1853,Employe,Femme,1761.2446207928,33
1854,Employe,Femme,1761.4762873123,32
1855,Employe,Femme,1764.61428662465,25
1856,Employe,Femme,1769.39971788842,21
1857,Employe,Femme,1770.6096240006,24
1858,Employe,Femme,1772.72324991501,30
1859,Employe,Femme,1772.95949336209,25
1860,Employe,Femme,1773.73147017394,20
1861,Employe,Femme,1773.92725088475,25
1862,Employe,Femme,1775.43491307199,20
1863,Employe,Femme,1775.53606951209,23
1864,Employe,Femme,1776.08026134896,29
1865,Employe,Femme,1776.38195420166,23
1866,Employe,Femme,1778.61136888259,32
1867,Employe,Femme,1781.29283047456,31
1868,Employe,Femme,1781.36364462117,20
1869,Employe,Femme,1781.78786865589,21
1870,Employe,Femme,1782.17017458982,19
1871,Employe,Femme,1783.53621987511,29
1872,Employe,Femme,1785.96846928303,21
1873,Employe,Femme,1786.52520652318,27
1874,Employe,Femme,1788.09677720022,30
1875,Employe,Femme,1789.0294445313,31
1876,Employe,Femme,1790.00610752416,32
1877,Employe,Femme,1790.32970580014,33
1878,Employe,Femme,1792.5753063196,30
1879,Employe,Femme,1794.1631199975,19
1880,Employe,Femme,1794.67014537023,31
1881,Employe,Femme,1794.88480076501,32
1882,Employe,Femme,1800.23539489197,28
1883,Employe,Femme,1800.32700598252,31
1884,Employe,Femme,1801.16774252196,29
1885,Employe,Femme,1803.38896991641,20
1886,Employe,Femme,1803.62518910518,26
1887,Employe,Femme,1804.66595503837,23
1888,Employe,Femme,1805.91732462422,30
1889,Employe,Femme,1805.98067498508,26
1890,Employe,Femme,1806.42749281208,22
1891,Employe,Femme,1808.35570707999,27
1892,Employe,Femme,1808.51263587351,27
1893,Employe,Femme,1809.41658299983,25
1894,Employe,Femme,1809.67598060444,24
1895,Employe,Femme,1810.7058369099,31
